Column1,Column2,Column3,Column4,Column5,Column6,Column7
202,Sub-Saharan Africa,2021,Employment by industry: Agriculture (%) Male and Female,52.3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
202,Sub-Saharan Africa,2021,Employment by industry: Industry (%) Male and Female,11.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
202,Sub-Saharan Africa,2021,Employment by industry: Services (%) Male and Female,36.0,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
202,Sub-Saharan Africa,2021,Employment by industry: Agriculture (%) Male,52.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
202,Sub-Saharan Africa,2021,Employment by industry: Industry (%) Male,14.3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
202,Sub-Saharan Africa,2021,Employment by industry: Services (%) Male,33.5,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
202,Sub-Saharan Africa,2021,Employment by industry: Agriculture (%) Female,52.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
202,Sub-Saharan Africa,2021,Employment by industry: Industry (%) Female,8.6,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
202,Sub-Saharan Africa,2021,Employment by industry: Services (%) Female,39.0,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2005,Employment by industry: Agriculture (%) Male and Female,72.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2005,Employment by industry: Industry (%) Male and Female,7.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2005,Employment by industry: Services (%) Male and Female,20.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2005,Employment by industry: Agriculture (%) Male,68.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2005,Employment by industry: Industry (%) Male,9.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2005,Employment by industry: Services (%) Male,22.0,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2005,Employment by industry: Agriculture (%) Female,75.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2005,Employment by industry: Industry (%) Female,5.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2005,Employment by industry: Services (%) Female,19.3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2010,Employment by industry: Agriculture (%) Male and Female,67.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2010,Employment by industry: Industry (%) Male and Female,8.0,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2010,Employment by industry: Services (%) Male and Female,24.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2010,Employment by industry: Agriculture (%) Male,65.2,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2010,Employment by industry: Industry (%) Male,10.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2010,Employment by industry: Services (%) Male,24.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2010,Employment by industry: Agriculture (%) Female,70.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2010,Employment by industry: Industry (%) Female,5.5,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2010,Employment by industry: Services (%) Female,24.0,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2015,Employment by industry: Agriculture (%) Male and Female,63.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2015,Employment by industry: Industry (%) Male and Female,9.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2015,Employment by industry: Services (%) Male and Female,27.0,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2015,Employment by industry: Agriculture (%) Male,62.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2015,Employment by industry: Industry (%) Male,11.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2015,Employment by industry: Services (%) Male,26.0,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2015,Employment by industry: Agriculture (%) Female,65.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2015,Employment by industry: Industry (%) Female,6.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2015,Employment by industry: Services (%) Female,28.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2021,Employment by industry: Agriculture (%) Male and Female,60.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2021,Employment by industry: Industry (%) Male and Female,10.6,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2021,Employment by industry: Services (%) Male and Female,29.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2021,Employment by industry: Agriculture (%) Male,59.3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2021,Employment by industry: Industry (%) Male,14.0,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2021,Employment by industry: Services (%) Male,26.6,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2021,Employment by industry: Agriculture (%) Female,61.5,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2021,Employment by industry: Industry (%) Female,6.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
14,Eastern Africa,2021,Employment by industry: Services (%) Female,31.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
17,Middle Africa,2005,Employment by industry: Agriculture (%) Male and Female,63.3,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
17,Middle Africa,2005,Employment by industry: Industry (%) Male and Female,8.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
17,Middle Africa,2005,Employment by industry: Services (%) Male and Female,27.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
17,Middle Africa,2005,Employment by industry: Agriculture (%) Male,56.5,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed May 2023."
