incikey,inci_id,nibrs,offense,date_occu,hour_occu,date_rept,hour_rept,streetmasked,street,reportedas,geoy,geox,category,OBJECTID,x,y
7557,2024000841,99D8,INFORMATION FOR POLICE                                      ,2024-01-29,0427,2024-01-29,0427,800-BLK of,S WASHINGTON ST,SEXUAL ASSAULT,41.759559071163,-88.147940497909,Non-Criminal Offenses,110,-9812583.85070301,5125030.3283393
7558,2024000821,99I8,UNWANTED SUBJECT                                            ,2024-01-27,2207,2024-01-27,2207,2100-BLK of,CITYGATE LN,UNWANTED SUBJEC,41.808487440893,-88.200527333557,Non-Criminal Offenses,111,-9818437.79046977,5132334.8213495
7559,2024000821,99R7,WARRANT / SUMMONS / SUBPOENA                                ,2024-01-27,2207,2024-01-27,2207,2100-BLK of,CITYGATE LN,UNWANTED SUBJEC,41.808487440893,-88.200527333557,Other Criminal Offenses,112,-9818437.79046977,5132334.8213495
7560,2024000683,13B,SIMPLE BATTERY                                              ,2024-01-23,2337,2024-01-23,2337,1600-BLK of,N ROUTE 59,UNKNOWN PROBLEM,41.79795913803,-88.204855091123,Assault/Battery,113,-9818919.5542383,5130762.58525524
7604,2024000729,99D8,INFORMATION FOR POLICE                                      ,2024-01-25,1442,2024-01-25,1442,1300-BLK of,AURORA AV,INFORMATION FOR,41.766259514148,-88.177390524246,Non-Criminal Offenses,114,-9815862.21263869,5126030.30497946
7609,9024000090,26F,IDENTITY THEFT,2024-01-29,1440,2024-01-30,1714,1400-BLK of,BROOKDALE RD,IDENTITY THEFT,41.784374991229,-88.185040558387,Theft,115,-9816713.81054382,5128734.3886066
7610,2024000765,99T3,INVESTIGATION - NON SPECIFIC                                ,2024-01-26,1230,2024-01-26,1230,400-BLK of,S EAGLE ST,DISORDERLY COND,41.770291028562,-88.153080118501,Non-Criminal Offenses,116,-9813155.99065018,5126632.02003419
7611,2024000936,99I8,UNWANTED SUBJECT                                            ,2024-01-31,2055,2024-01-31,2055,700-BLK of,E OGDEN AV,UNWANTED SUBJEC,41.786853825062,-88.135343226512,Non-Criminal Offenses,117,-9811181.52886571,5129104.46168352
7612,2024000936,99R7,WARRANT / SUMMONS / SUBPOENA                                ,2024-01-31,2055,2024-01-31,2055,700-BLK of,E OGDEN AV,UNWANTED SUBJEC,41.786853825062,-88.135343226512,Other Criminal Offenses,118,-9811181.52886571,5129104.46168352
7613,2024000942,99R7,WARRANT / SUMMONS / SUBPOENA                                ,2024-02-01,0036,2024-02-01,0036,1000-BLK of,E DIEHL RD,CITIZEN ASSIST,41.803433709911,-88.132975586715,Other Criminal Offenses,119,-9810917.96440913,5131580.09403911
7614,2024000942,99I8,UNWANTED SUBJECT                                            ,2024-02-01,0036,2024-02-01,0036,1000-BLK of,E DIEHL RD,CITIZEN ASSIST,41.803433709911,-88.132975586715,Non-Criminal Offenses,120,-9810917.96440913,5131580.09403911
7615,2024000911,99A8,HIT AND RUN                                                 ,2024-01-31,0833,2024-01-31,0833,,S NAPER BL/DUNROBIN RD,HIT AND RUN  JU,41.770824402174,-88.11538533904,Traffic Crashes,121,-9808959.82699502,5126711.6304034
7617,2024000927,99I0,SUSPICIOUS INCIDENT / CIRCUMSTANCES                         ,2024-01-31,1611,2024-01-31,1611,1300-BLK of,N WEBSTER ST,"SUSPICIOUS VEH,",41.791667173937,-88.149465438201,Non-Criminal Offenses,122,-9812753.6062798,5129823.10289084
7619,2024000987,23C,THEFT - SHOPLIFTING                                         ,2024-02-01,1740,2024-02-01,1740,2500-BLK of,W 75TH ST,THEFT IN PROGRE,41.747197298643,-88.198233824367,Theft,123,-9818182.47819461,5123185.72670696
7621,2024000993,99A8,HIT AND RUN                                                 ,2024-02-01,2149,2024-02-01,2149,1400-BLK of,N NAPER BL/E OGDEN AV,HIT AND RUN  JU,41.795478303356,-88.12415311957,Traffic Crashes,124,-9809935.851859,5130392.14930144
7622,2024000993,99Q2,TRAFFIC CRASH NO INJURY                                     ,2024-02-01,2149,2024-02-01,2149,1400-BLK of,N NAPER BL/E OGDEN AV,HIT AND RUN  JU,41.795478303356,-88.12415311957,Traffic Crashes,125,-9809935.851859,5130392.14930144
7623,2024000896,99J3,STRAY ANIMAL                                                ,2024-01-30,1550,2024-01-30,1550,400-BLK of,WATERBURY CT,ANIMAL CALL,41.725538357324,-88.150686711882,Non-Criminal Offenses,126,-9812889.55784409,5119954.67423472
7624,2024000978,99A1,CRIMINAL DAMAGE TO MOBILE VEHICLE                           ,2024-01-23,0700,2024-02-01,1555,800-BLK of,S WASHINGTON ST,CRIMINAL DAMAGE,41.759559071163,-88.147940497909,Criminal Damage and Trespass,127,-9812583.85070301,5125030.3283393
7625,9024000099,23C,THEFT - SHOPLIFTING,2024-02-01,2204,2024-02-02,1841,1900-BLK of,W JEFFERSON AV,THEFT - SHOPLIF,41.770102238176,-88.204061616307,Theft,128,-9818831.22502582,5126603.84168529
7627,2024001051,220,BURGLARY                                                    ,2024-02-03,1011,2024-02-03,1011,2400-BLK of,WEATHERBEE LN,BURGLARY  COLD,41.818378603235,-88.120168673843,Burglary,129,-9809492.30538958,5133812.14597077
7631,2024001031,220,BURGLARY                                                    ,2024-02-02,1530,2024-02-02,1855,2400-BLK of,DURANGO LN,BURGLARY  COLD,41.712892352464,-88.196714022052,Burglary,130,-9818013.2945748,5118068.6634347
7632,2024001086,23H,THEFT - ALL OTHER LARCENY                                   ,2024-02-03,1800,2024-02-04,1136,1300-BLK of,MODAFF RD,THEFT,41.746563406471,-88.147718906922,Theft,131,-9812559.18330717,5123091.14802276
7633,2024001111,99K3,FOUND PROPERTY                                              ,2024-02-05,0931,2024-02-05,0931,200-BLK of,W JEFFERSON AV,PROPERTY LOST O,41.773052675159,-88.152093679428,Non-Criminal Offenses,132,-9813046.18075488,5127044.22551066
7826,9024000280,23D,THEFT FROM BUILDING,2024-03-26,1142,2024-04-10,1239,400-BLK of,ORLEANS AV,THEFT FROM BUIL,41.738129720966,-88.120251046289,Theft,133,-9809501.47504832,5121832.90475486
7827,2024003202,23C,THEFT - SHOPLIFTING                                         ,2024-04-05,1152,2024-04-05,1152,1700-BLK of,W OGDEN AV,THEFT IN PROGRE,41.76326499835,-88.186421935169,Theft,134,-9816867.58470378,5125583.38940579
7828,9024000282,99P6,PARKING COMPLAINT,2024-04-10,1500,2024-04-10,0649,4200-BLK of,FRASER CR,PARKING COMPLAI,41.701014114853,-88.23089353005,Traffic,135,-9821818.1400007,5116297.49448498
7830,9024000287,99K2,LOST PROPERTY,2024-04-10,0000,2024-04-11,0127,900-BLK of,GREENSBORO CT,LOST PROPERTY,41.775881037358,-88.13316818432,Non-Criminal Offenses,136,-9810939.40427644,5127466.4074049
7831,2024003325,26A,THEFT- OBTAINED BY DECEPTION                                ,2024-04-08,1630,2024-04-09,1516,1900-BLK of,GLACIER PARK AV,FRAUD,41.772553857831,-88.202829730036,Theft,137,-9818694.09207342,5126969.77034275
7833,9024000289,26F,IDENTITY THEFT,2024-04-11,1400,2024-04-11,0658,1500-BLK of,ORWELL RD,IDENTITY THEFT,41.695361001713,-88.179906258922,Theft,138,-9816142.26294179,5115454.67133947
7834,2024003444,26F,IDENTITY THEFT                                              ,2024-04-12,0953,2024-04-12,0953,1500-BLK of,ORWELL RD,"SUSPICIOUS VEH,",41.695361001713,-88.179906258922,Theft,139,-9816142.26294179,5115454.67133947
7836,2024003415,99D8,INFORMATION FOR POLICE                                      ,2024-04-11,1433,2024-04-11,1433,600-BLK of,S WEBSTER ST,INFORMATION FOR,41.766731114146,-88.151595566096,Non-Criminal Offenses,140,-9812990.7310324,5126100.69067486
7837,2024003376,99C5,CARING HANDS                                                ,2024-04-10,1500,2024-04-10,1541,1200-BLK of,HOBSON OAKS CT,CITIZEN ASSIST,41.752279991122,-88.118106959443,Non-Criminal Offenses,141,-9809262.79639241,5123944.11400326
7838,2024002865,90Z,FLEE OR ATTEMPT TO ELUDE PEACE OFFICER                      ,2024-03-27,1237,2024-03-27,1237,,E OGDEN AV/N NAPER BL,"SUSPICIOUS VEH,",41.783601100749,-88.110502177772,Other Criminal Offenses,142,-9808416.2359692,5128618.85493804
7839,2024002865,99I0,SUSPICIOUS INCIDENT / CIRCUMSTANCES                         ,2024-03-27,1237,2024-03-27,1237,,E OGDEN AV/N NAPER BL,"SUSPICIOUS VEH,",41.783601100749,-88.110502177772,Non-Criminal Offenses,143,-9808416.2359692,5128618.85493804
7840,2024003311,99R7,WARRANT / SUMMONS / SUBPOENA                                ,2024-04-09,0145,2024-04-09,0438,1300-BLK of,AURORA AV,FOLLOW UP,41.766259514148,-88.177390524246,Other Criminal Offenses,144,-9815862.21263869,5126030.30497946
7885,2024003343,13B,DOMESTIC BATTERY                                            ,2024-04-09,1850,2024-04-09,1850,1600-BLK of,KENYON DR,DOMESTIC  PHYSI,41.740590176238,-88.099454505946,Assault/Battery,145,-9807186.41476708,5122199.96934249
7887,9024000258,99D8,INFORMATION FOR POLICE,2024-04-08,1200,2024-04-09,0406,100-BLK of,E OGDEN AV,INFORMATION FOR,41.785797208789,-88.145079683847,Non-Criminal Offenses,146,-9812265.38633837,5128946.71429156
7888,9024000277,99P6,PARKING COMPLAINT,2024-04-10,0000,2024-04-10,1042,1500-BLK of,DEPAUL CT,PARKING COMPLAI,41.743680024685,-88.101485377183,Traffic,147,-9807412.49031905,5122660.95027353
7889,9024000278,99K2,LOST PROPERTY,2024-04-09,0700,2024-04-10,1051,1600-BLK of,W DIEHL RD,LOST PROPERTY,41.799028086529,-88.202328284606,Non-Criminal Offenses,148,-9818638.27142349,5130922.20408337
7890,2024003395,99A8,HIT AND RUN                                                 ,2024-04-11,0545,2024-04-11,0559,,N ROUTE 59/E I-88,HIT AND RUN  CO,41.771456699943,-88.205647218154,Traffic Crashes,149,-9819007.73341603,5126806.00686873
7891,2024003395,99Q2,TRAFFIC CRASH NO INJURY                                     ,2024-04-11,0545,2024-04-11,0559,,N ROUTE 59/E I-88,HIT AND RUN  CO,41.771456699943,-88.205647218154,Traffic Crashes,150,-9819007.73341603,5126806.00686873
7894,2024003404,13B,DOMESTIC BATTERY                                            ,2024-04-11,1133,2024-04-11,1133,2700-BLK of,FOREST CREEK LN,ASSIST FIRE DEP,41.705559104915,-88.157719094949,Assault/Battery,151,-9813672.39914617,5116975.16119379
7895,2024003404,99I2,DOMESTIC TROUBLE                                            ,2024-04-11,1133,2024-04-11,1133,2700-BLK of,FOREST CREEK LN,ASSIST FIRE DEP,41.705559104915,-88.157719094949,Non-Criminal Offenses,152,-9813672.39914617,5116975.16119379
7896,2024003399,23F,BURGLARY FROM MOBILE VEHICLE                                ,2024-04-11,0147,2024-04-11,1004,2500-BLK of,SILVER LOCH RD,BURGLARY  COLD,41.794081125829,-88.222748125358,Burglary from Mobile Vehicle,153,-9820911.39769808,5130183.53034865
7897,2024003378,26F,IDENTITY THEFT                                              ,2024-03-21,0000,2024-04-10,1553,1700-BLK of,QUINCY AV,FRAUD,41.774787389351,-88.19488713618,Theft,154,-9817809.92656979,5127303.15934875
7898,2024003433,13B,DOMESTIC BATTERY                                            ,2024-04-11,2101,2024-04-11,2101,1600-BLK of,NAPERVILLE WHEATON RD,DOMESTIC  VERBA,41.798716481008,-88.120772089231,Assault/Battery,155,-9809559.47728331,5130875.67386976
7899,2024003194,99A8,HIT AND RUN                                                 ,2024-04-04,2144,2024-04-04,2207,1900-BLK of,W JEFFERSON AV,HIT AND RUN  CO,41.770102238176,-88.204061616307,Traffic Crashes,156,-9818831.22502582,5126603.84168529
7900,2024003194,99B5,NO VALID DRIVER`S LICENSE                                   ,2024-04-04,2144,2024-04-04,2207,1900-BLK of,W JEFFERSON AV,HIT AND RUN  CO,41.770102238176,-88.204061616307,Traffic,157,-9818831.22502582,5126603.84168529
7901,2024002756,99K3,FOUND PROPERTY                                              ,2024-03-23,2333,2024-03-23,2333,100-BLK of,W JEFFERSON AV,PROPERTY LOST O,41.772993968828,-88.15034169127,Non-Criminal Offenses,158,-9812851.15032525,5127035.46277432
7902,2024003229,99C1,ALL OTHER CRIMINAL OFFENSES                                 ,2024-04-05,2253,2024-04-05,2253,,E CHICAGO AV/S BRAINARD ST,TRAFFIC STOP,41.766971725062,-88.142640935837,Other Criminal Offenses,159,-9811993.90615172,5126136.60174508
7903,2024003229,99P2,LIGHT VIOLATIONS                                            ,2024-04-05,2253,2024-04-05,2253,,E CHICAGO AV/S BRAINARD ST,TRAFFIC STOP,41.766971725062,-88.142640935837,Traffic,160,-9811993.90615172,5126136.60174508
7904,2024003337,99J1,ACCIDENTAL DAMAGE TO PROPERTY                               ,2024-04-09,1557,2024-04-09,1557,1200-BLK of,RHODES LN,HIT AND RUN  CO,41.75170397321,-88.169438326562,Non-Criminal Offenses,161,-9814976.97804182,5123858.16349513
7905,2024003527,99D8,INFORMATION FOR POLICE                                      ,2024-04-14,1317,2024-04-14,1317,1600-BLK of,KENYON DR,DISORDERLY COND,41.740590176238,-88.099454505946,Non-Criminal Offenses,162,-9807186.41476708,5122199.96934249
7906,2024003527,99G1,CITIZEN ASSIST                                              ,2024-04-14,1317,2024-04-14,1317,1600-BLK of,KENYON DR,DISORDERLY COND,41.740590176238,-88.099454505946,Non-Criminal Offenses,163,-9807186.41476708,5122199.96934249
7908,2024003544,290,CRIMINAL DAMAGE TO PROPERTY                                 ,2024-04-14,1903,2024-04-14,1903,300-BLK of,DANBURY DR,DOMESTIC  PHYSI,41.722159491257,-88.146570477703,Criminal Damage and Trespass,164,-9812431.3407513,5119450.71765206
7909,2024003544,520,UNLAWFUL POSSESSION OF  FIREARMS AND/OR FIREARM AMMUNITION  ,2024-04-14,1903,2024-04-14,1903,300-BLK of,DANBURY DR,DOMESTIC  PHYSI,41.722159491257,-88.146570477703,Weapon Offenses,165,-9812431.3407513,5119450.71765206
7910,2024003544,13B,DOMESTIC BATTERY                                            ,2024-04-14,1903,2024-04-14,1903,300-BLK of,DANBURY DR,DOMESTIC  PHYSI,41.722159491257,-88.146570477703,Assault/Battery,166,-9812431.3407513,5119450.71765206
7911,2024003339,99F9,CHECK FOR WELL BEING                                        ,2024-04-09,1654,2024-04-09,1654,1800-BLK of,CENTRE POINT CR,WELL BEING CHEC,41.803670026089,-88.132603863252,Non-Criminal Offenses,167,-9810876.58434251,5131615.38431652
7912,2024001050,99D4,ASSIST OTHER LAW ENFORCEMENT                                ,2024-02-03,0630,2024-02-03,1009,1300-BLK of,AURORA AV,ASSIST OTHER AG,41.766259514148,-88.177390524246,Non-Criminal Offenses,168,-9815862.21263869,5126030.30497946
7913,2024001114,99D8,INFORMATION FOR POLICE                                      ,2024-02-05,1207,2024-02-05,1207,100-BLK of,TESTA DR,INFORMATION FOR,41.771473742327,-88.183301328065,Non-Criminal Offenses,169,-9816520.20031,5126808.55061977
7914,2024001125,999,RECOVERED FOREIGN STOLEN VEHICLE                            ,2024-02-05,1526,2024-02-05,1526,1400-BLK of,S ROUTE 59,ASSIST OTHER AG,41.742953299768,-88.205899585206,Other Criminal Offenses,170,-9819035.82678775,5122552.52667312
7915,2024001125,99D4,ASSIST OTHER LAW ENFORCEMENT                                ,2024-02-05,1526,2024-02-05,1526,1400-BLK of,S ROUTE 59,ASSIST OTHER AG,41.742953299768,-88.205899585206,Non-Criminal Offenses,171,-9819035.82678775,5122552.52667312
7917,2024001139,99A8,HIT AND RUN                                                 ,2024-02-06,0838,2024-02-06,0838,2400-BLK of,AURORA AV,HIT AND RUN  CO,41.763502269103,-88.193856018386,Traffic Crashes,172,-9817695.14306202,5125618.80004425
7919,2024001154,23D,THEFT FROM BUILDING                                         ,2024-02-05,1521,2024-02-06,1521,1600-BLK of,W DIEHL RD,THEFT,41.799028086529,-88.202328284606,Theft,173,-9818638.27142349,5130922.20408337
7920,2024001167,13B,DOMESTIC BATTERY                                            ,2024-02-06,1731,2024-02-06,1731,1600-BLK of,KENYON DR,DOMESTIC  PHYSI,41.740590176238,-88.099454505946,Assault/Battery,174,-9807186.41476708,5122199.96934249
7922,2024001173,13B,DOMESTIC BATTERY                                            ,2024-02-06,2043,2024-02-06,2043,1800-BLK of,S WASHINGTON ST,DOMESTIC  VERBA,41.733419561115,-88.128738541508,Assault/Battery,175,-9810446.29869421,5121130.25578305
7924,2024001008,99U1,WILDLIFE                                                    ,2024-02-02,1201,2024-02-02,1201,3700-BLK of,DE FOE CT,ANIMAL CALL,41.695613161825,-88.179044062778,Non-Criminal Offenses,176,-9816046.28370608,5115492.26433466
7926,2024001188,99A8,HIT AND RUN                                                 ,2024-02-07,0846,2024-02-07,0846,1800-BLK of,W DIEHL RD,HIT AND RUN  CO,41.79898898965,-88.208359427113,Traffic Crashes,177,-9819309.65513627,5130916.36596473
7928,2024001124,99J7,ANIMAL COMPLAINT                                            ,2024-02-05,1546,2024-02-05,1546,100-BLK of,N WEBSTER ST,ANIMAL CALL,41.777384722685,-88.151011313591,Non-Criminal Offenses,178,-9812925.69234105,5127690.86598362
7931,2024001221,13B,DOMESTIC BATTERY                                            ,2024-02-07,2120,2024-02-07,2120,600-BLK of,MELODY LN,DOMESTIC  PHYSI,41.764598477788,-88.147296349381,Assault/Battery,179,-9812512.14441687,5125782.40155135
7932,2024001235,90Z,SUSPENDED OR REVOKED DRIVER`S LICENSE                       ,2024-02-08,0931,2024-02-08,0931,600-BLK of,HOBSON RD/OLESEN DR,TRAFFIC STOP,41.764408853675,-88.121023000608,Other Criminal Offenses,180,-9809587.40861003,5125754.10127398
7933,9024000126,99D8,INFORMATION FOR POLICE,2024-02-08,0000,2024-02-09,1307,100-BLK of,W VAN BUREN AV,INFORMATION FOR,41.774136705669,-88.151510903112,Non-Criminal Offenses,181,-9812981.30639213,5127206.03358146
7936,2024001343,99N4,FAILURE TO REDUCE SPEED / TOO FAST FOR CONDITIONS           ,2024-02-10,1932,2024-02-10,1932,1300-BLK of,W 75TH ST/BOOK RD,HIT AND RUN  JU,41.747478868202,-88.185100540365,Traffic,182,-9816720.48770707,5123227.73806069
7937,2024001343,99O5,IMPROPER LANE USAGE                                         ,2024-02-10,1932,2024-02-10,1932,1300-BLK of,W 75TH ST/BOOK RD,HIT AND RUN  JU,41.747478868202,-88.185100540365,Traffic,183,-9816720.48770707,5123227.73806069
7938,2024001343,99A8,HIT AND RUN                                                 ,2024-02-10,1932,2024-02-10,1932,1300-BLK of,W 75TH ST/BOOK RD,HIT AND RUN  JU,41.747478868202,-88.185100540365,Traffic Crashes,184,-9816720.48770707,5123227.73806069
7939,2024001346,13B,SIMPLE BATTERY                                              ,2024-02-10,2230,2024-02-10,2230,100-BLK of,E BAILEY RD,BATTERY  COLD,41.740436252086,-88.125453236571,Assault/Battery,185,-9810080.58022153,5122177.0056574
7940,2024001252,13B,SIMPLE BATTERY                                              ,2024-02-08,1520,2024-02-08,1520,1100-BLK of,FRONTENAC RD,BATTERY IN PROG,41.787821615985,-88.229349848558,Assault/Battery,186,-9821646.29816307,5129248.95018735
7941,2024001267,23H,THEFT - ALL OTHER LARCENY                                   ,2024-02-08,2309,2024-02-08,2309,1200-BLK of,E OGDEN AV,THEFT,41.795715262717,-88.12327188389,Theft,187,-9809837.75315184,5130427.53123609
7942,2024001325,23C,THEFT - SHOPLIFTING                                         ,2024-02-09,1452,2024-02-10,1406,2600-BLK of,W 75TH ST,THEFT,41.747185999883,-88.198999179087,Theft,188,-9818267.67709232,5123184.04088864
8121,2024003190,90J,CRIMINAL TRESPASS TO VEHICLE                                ,2024-04-04,1734,2024-04-04,1734,100-BLK of,E BAILEY RD,STOLEN VEHICLE,41.740436252086,-88.125453236571,Criminal Damage and Trespass,189,-9810080.58022153,5122177.0056574
8122,2024003190,90Z,SUSPENDED OR REVOKED DRIVER`S LICENSE                       ,2024-04-04,1734,2024-04-04,1734,100-BLK of,E BAILEY RD,STOLEN VEHICLE,41.740436252086,-88.125453236571,Other Criminal Offenses,190,-9810080.58022153,5122177.0056574
